Beds,Provider,"Federal Number"
90,"HAYWOOD NURSING AND REHABILITATION CENTER",345411
90,"AUTUMN LAKE HEALTHCARE AT BUCKS HILL",075418
90,"ACCORDIUS HEALTH AT ABERDEEN",345509
90,"BRENTWOOD EXTENDED CARE & REHAB",375174
90,"DOGWOOD TRAILS MANOR",675152
90,"POCOLA HEALTH AND REHAB",375188
90,"BRIAN CENTER HEALTH & RETIREMENT/CABARRUS",345362
90,"SKYLINE NURSING & REHABILITATION CENTER",495348
90,"AUTUMN CARE OF MYRTLE GROVE",345507
90,"LIBERTY COMMONS NSG & REHAB  CTR OF ROWAN COUNTY",345503
90,"THE BUCKINGHAM",676111
90,"PULASKI HLTH & REHAB CNTR",495294
90,"UNIVERSITY HEIGHTS REHAB AND CARE COMMUNITY",065337
90,"ST JAMES PLACE NURSING CARE CENTER",195410
90,"CONOVER NURSING AND REHABILITATION CENTER",345516
90,"MEADOWBROOK OF GRANBY",075367
90,"GROSSMONT POST ACUTE CARE",055632
90,"APPLE REHAB WEST HAVEN",075403
90,"THE CARROLTON OF LUMBERTON",345315
90,"WHITEHOUSE COUNTRY MANOR",365756
90,"ASTORIA PLACE OF WATERVILLE",365747
90,"WILSON REHABILITATION AND NURSING CENTER",345423
90,"BRIAN CENTER HEALTH & RETIREMENT CLAYTON",345317
90,"BEAVERCREEK HEALTH AND REHAB",366400
90,"CONVALARIUM THE",365717
90,"HILLTOP LODGE HEALTH AND REHABILITATION CENTER",175348
90,"COUNTRYSIDE MANOR OF BRISTOL",075415
90,"LUTHERAN HOME AT KANE, THE",395816
90,"PEAK RESOURCES - PINELAKE",345429
90,"MADISON HOUSE",075405
90,"SAINT JOHN XXIII HOME",395794
90,"TALLMADGE HEALTH & REHAB CENTER",366487
90,"CABELL HEALTH CARE CENTER",515192
90,"VILLAGE HEALTH CARE CENTER",375171
90,"CHARLOTTE HEALTH & REHABILITATION CENTER",345405
90,"WHITESTONE CARE CENTER",396130
90,"COLONIAL HEALTH & REHAB CENTER, LLC",495392
90,"LA PALOMA NURSING CENTER",675170
90,"COLONIAL NURSING & REHABILITATION CENTER",675563
90,"QHC HUMBOLDT NORTH, LLC",165533
90,"ST GENEVIEVE CARE CENTER INC",265489
90,"NHC HEALTHCARE, SPARTA",445130
90,"ADDOLORATA VILLA",145724
90,"CALIFORNIA PARK REHABILITATION HOSPITAL",555625
90,"COPPER ROCK HEALTHCARE",265878
90,"IGNITE MEDICAL RESORT KANSAS CITY, LLC",265872
90,"MEDILODGE OF ROGERS CITY",235553
90,"MARIAN HOME",165539
90,"IGNITE MEDICAL RESORT BLUE SPRINGS",265880
90,"WISCONSIN DELLS HEALTH SERVICES",525391
90,"CONSULATE HEALTHCARE OF WILLIAMSBURG",495190
90,"ASPIRE OF WASHINGTON",165453
90,"COLONIAL BELLE NURSING HOME SEALY",676166
90,"LAKE STOCKTON HEALTHCARE FACILITY",265466
90,"SOMERSET SENIOR LIVING AT HARRISON",045197
90,"HEALTHBRIDGE ST LOUIS",265838
90,"CLOVIS HEALTHCARE AND REHABILITATION CENTER",325077
90,"GARDEN VIEW CARE CENTER",165531
90,"FRIENDSHIP VILLAGE CHESTERFIELD",265121
90,"CLEARVIEW NURSING CENTER",265614
90,"MISSION NURSING HOME",245546
90,"BEAVER DAM HEALTH CARE CENTER",525338
90,"CARTHAGE CENTER FOR REHABILITATION AND NURSING",335579
90,"GUARDIAN ANGELS HEALTH & REHAB CENTER",245239
90,"HANSFORD COUNTY HOSPITAL DISTRICT DBA LAKERIDGE NU",675853
90,"LOFT REHAB & NURSING OF CANTON",145600
90,"CERENITY - MARIAN OF ST PAUL  LLC",245365
90,"GRETNA HEALTH AND REHABILITATION CENTER",495202
90,"SWEETWATER NURSING CENTER",445456
90,"CRESCENT MANOR CARE CTRS",475033
90,"DENALI CENTER",025020
90,"AHC VANCO",445460
90,"GOOD SAMARITAN SOCIETY BETTY DARE",325061
90,"SIERRA HEALTH CARE CENTER",325062
90,"CLARU DEVILLE NURSING CENTER",265514
90,"OZARK RIVERVIEW MANOR",265464
90,"CLARA MANOR NURSING HOME",26A293
90,"CANYON RIM CARE CENTER",465096
90,"BLUE CIRCLE REHAB AND NURSING",265817
90,"COONEY HEALTHCARE AND REHABILITATION",275080
90,"NHC PLACE AT THE TRACE",445525
90,"TWIN PORTS HEALTH SERVICES",525370
90,"AHC WESTWOOD",445449
90,"AVALON HEALTH AND REHABILITATION",115528
90,"KUTZ REHABILITATION AND NURSING",085043
90,"SEVILLE CARE CENTER",265521
90,"UINTAH BASIN REHABILITATION AND SENIOR VILLA",465084
90,"CEDAR LAKE HEALTH AND REHAB CENTER",525465
90,"NHC HEALTHCARE, TULLAHOMA",445515
90,"BRENHAM NURSING AND REHABILITATION CENTER",675799
90,"OAKWOOD CARE CENTER",165365
90,"GULFPORT CARE CENTER",255341
90,"NHC HEALTHCARE, KINGSPORT",445517
90,"CHRISTIAN CARE CENTER OF MEMPHIS",445522
90,"BELL TRACE HEALTH AND LIVING CENTER",155677
90,"PERMIAN RESIDENTIAL CARE CENTER",676175
90,"ASPEN MEADOWS HEALTH AND REHABILITATION CENTER",275140
90,"MAYO CLINIC HEALTH SYSTEM - LAKE CITY",245218
90,"ST JAMES LIVING CENTER",265225
90,"BROOKHAVEN NURSING & REHAB",265835
90,"HERITAGE LAKESIDE",525654
90,"RIVERSIDE PLACE",265827
90,"BETHLEHEM WOODS NURSING AND REHABILITATION",155679
90,"RIVER OAKS CARE CENTER",265210
90,"PECAN BAYOU NURSING AND REHABILITATION",676278
90,"MANOR, THE",265442
90,"WYOMING RETIREMENT CENTER",535021
90,"ATKINS NURSING AND REHABILITATION CENTER",045339
90,"EAGLE POINT HEALTH CARE CENTER",165218
90,"MEDILODGE OF MUNISING",235410
90,"STOW GLEN HEALTH CARE CENTER",366278
90,"FRANKLIN NURSING HOME",675897
90,"STONECREEK NURSING & REHABILITATION",675729
90,"NORTH CAMPUS REHABILITATION AND NURSING CENTER",105621
90,"CYPRESS COVE CARE CENTER",015392
90,"MOUNT MIGUEL COVENANT VILLAGE",555134
90,"PLEASANT VIEW CARE CENTER",165296
90,"LANTERN PARK SPECIALTY CARE",165214
90,"ROARING RIVER HEALTH AND REHABILITATION",265538
90,"HILL CREST MANOR",265665
90,"WILLOW MANOR",225511
90,"NEW HAVEN CARE CENTER",265415
90,"POTOSI MANOR, INC",265681
90,"GENERAL BAPTIST NURSING HOME",265677
90,"SOUTHERN HILLS SPECIALTY CARE",165293
90,"LAKE EUSTIS HEALTH AND REHABILITATION CENTER",105001
90,"GOOD SAMARITAN SOCIETY - WACONIA AND WESTVIEW ACRE",245234
90,"LINCOLN COUNTY NURSING & REHAB",265433
90,"COLONIAL MANOR",145183
90,"JACKSON MANOR NURSING HOME",265438
90,"FIDELITY HEALTH CARE",555088
90,"LAWRENCE COUNTY MANOR",265752
90,"ST JAMES HEALTH AND REHABILITATION CENTER",106081
90,"MISSION RIDGE REHAB & NURSING CENTER",676491
90,"HARBORVIEW HEALTH SYSTEMS JESUP",115414
90,"ASPIRE SENIOR LIVING JONESBURG",265333
90,"PARK PLAZA LTC PARTNERS, INC.",675982
90,"GOOD SAMARITAN SOCIETY - ESTHERVILLE",165192
90,"PALMETTO CARE CENTER",105575
90,"VALLEY OAKS CARE CENTER",366306
90,"HAROLD AND GRACE UPJOHN COMMUNITY CARE CENTER",235050
90,"CANFIELD HEALTHCARE CENTER",365972
90,"ADMIRAL’S POINTE CARE CENTER",365968
90,"NAAMANS CREEK COUNTRY MANOR",395952
90,"FREDERICKSBURG NURSING AND REHABILITATION LP",675169
90,"VICTORIAN POST ACUTE",055848
90,"TYLER'S RETREAT AT IRON BRIDGE",495401
90,"REMINGTON TRANSITIONAL CARE OF RICHARDSON",676243
90,"PARKRIDGE SPECIALTY CARE",165345
90,"BRENTWOOD PLACE FOUR",676270
90,"PRUITTHEALTH - EASTSIDE",115391
90,"OAK GROVE NURSING & REHAB",265710
90,"HEMPHILL CARE CENTER",675940
90,"REGENCY HEALTH CARE AND REHABILITATION CENTER",015372
90,"COPPERAS HOLLOW NURSING & REHABILITATION CENTER",676227
90,"ATLANTIC SPECIALTY CARE",165288
90,"EASTVIEW MANOR CARE CENTER",265730
90,"HERITAGE HEALTH-STAUNTON",145286
90,"PRUITTHEALTH - LAKEHAVEN, LLC",115373
90,"CHANDLER NURSING CENTER",455910
90,"WARSAW HEALTH AND REHABILITATION CENTER",265566
90,"PLEASANT HILL HEALTH AND REHABILITATION CENTER",265565
90,"RIDGEWOOD CENTER",315158
90,"WALPOLE HEALTHCARE",225536
90,"HALE MAKUA HEALTH SERVICES",125056
90,"OAKVIEW NURSING & REHAB",145376
90,"SCHULENBURG NURSING & REHABILITATION LLC",675971
90,"GOOD SAMARITAN SOCIETY - ALGONA",165190
90,"CHAMBERS NURSING HOME CENTER, INC",045318
90,"CUBA MANOR INC",265652
90,"HIRAM W DAVIS MEDICAL CTR",495113
90,"MAPLE GROVE LODGE",265740
90,"LAKE WOODS NURSING & REHABILITATION CENTER",235116
90,"LAKELAND HEALTH CARE CTR",525625
90,"SHOREHAVEN HLTH & REHAB CTR",525560
90,"BAYA POINTE NURSING AND REHABILITATION CENTER",105846
90,"TRI-COUNTY CARE CENTER",265638
90,"RIDGECREST RETIREMENT AND HEALTHCARE COMMUNITY",455670
90,"WILKINSON COUNTY SENIOR CARE",255126
90,"RIVERWOOD HEALTHCARE",676475
90,"LAUGHLIN HEALTH CARE CENTER",445264
90,"CAVE CITY NURSING HOME INC",045148
90,"ELDERWOOD AT GRAND ISLAND",335391
90,"ROYAL CARE OF AVON PARK",105812
90,"THE MEDICAL RESORT AT WOODLANDS",676456
90,"PINEVIEW HEALTH AND REHABILITATION CENTER",255286
90,"ELDON NURSING & REHAB",265555
90,"THE SPRINGS OF HILLCREST",045306
90,"ABBEY DELRAY SOUTH",105411
90,"WESTMINSTER COMMONS",115674
90,"PARKS HEALTH CENTER",455690
90,"DE LUNA HEALTH AND REHABILITATION CENTER",106136
90,"FLORIDEAN NURSING AND REHABILITATION CENTER, THE",106007
90,"CROWLEY RIDGE CARE CENTER",265552
90,"FARMINGTON PRESBYTERIAN MANOR",265583
90,"GENERATIONS OF RED BAY, LLC",015201
90,"THE EMERALDS AT FARIBAULT LLC",245067
91,"ARBORS AT POMEROY",365450
91,"DELHI POST-ACUTE",365530
91,"NOBLE HORIZONS",075236
91,"AVAMERE HEALTH SERVICES OF ROGUE VALLEY",385024
91,"MOUNT VERNON COUNTRYSIDE MANOR",145685
91,"MARY GOSS NURSING HOME",195596
91,"ALTERCARE OF CUYAHOGA FALLS CTR FOR REHAB & NURSIN",365287
91,"SKAALEN NURSING AND REHABILITATION CENTER",525512
91,"BENSON HEIGHTS REHABILITATION CENTER",505519
91,"PARMLY ON THE LAKE LLC",245328
91,"ST OTTOS CARE CENTER",245257
91,"GANADO NURSING AND REHABILITATION CENTER",676242
91,"BLOOMFIELD CARE CENTER",165326
91,"LIFE CARE CENTER OF BRIDGETON",265345
91,"MORGAN HEALTH CENTER",415062
91,"CAMELOT CARE CENTER",155385
91,"ARCADIA RETIREMENT RESIDENCE",125014
91,"CAMELOT LEISURE LIVING",195516
91,"WEST SIDE HOUSE LTC FACILITY",225500
91,"POPLAR SPRINGS NURSING CTR, LLC",255315
91,"TERRACE AT SOLARBRON THE",155773
91,"AHC MILLENIUM",015458
91,"CONCORDIA NURSING AND REHABILITATION-NORTHHAVEN",445297
91,"ALLEN OAKS NURSING AND REHAB CENTER",195584
91,"ENCORE AT TURF VALLEY",215355
91,"IVY WOODS HEALTHCARE AND REHABILITATION CENTER",365708
91,"THE GREEN HOUSE COTTAGES OF SOUTHERN HILLS",045377
91,"AHC VANAYER",445423
91,"CULVER WEST HEALTH CENTER",055350
91,"BANNER BOSWELL REHABILITATION CENTER",035121
91,"APERION CARE MIDLOTHIAN",145947
91,"COUNTRY CARE MANOR",675947
91,"SUMMIT AT BLUE MOUNTAIN NURSING & REHAB CTR, THE",395276
91,"HAVEN CONVALESCENT HOME, INC",396106
91,"JACKSON HEALTH CARE FACILITY",015188
91,"THE OAKS AT WHITAKER GLEN-MAYVIEW",345009
91,"RIVERSIDE NURSING & REHAB CTR",505358
91,"CLARK'S MOUNTAIN NURSING CENTER",265416
91,"SEDGEWOOD COMMONS",205159
91,"BRUNSWICK POINTE TRANSITIONAL CARE",366459
91,"SOUTHLAND NURSING HOME",015104
91,"THE WATERS OF SMYRNA, LLC",445502
91,"RENAISSANCE CARE CENTER",675441
91,"SILVER OAK NURSING AND REHABILITATION CENTER LLC",165171
91,"PRAIRIE CROSSING LVG & REHAB",145414
91,"EVERGREEN MANOR SENIOR CARE CE",235054
91,"BRIARCLIFF SKILLED NURSING FACILITY",676051
91,"HELIA HEALTHCARE OF ENERGY",146045
91,"GEORGIANA HEALTH AND REHABILITATION, LLC",015182
91,"NORTHWEST HEALTHCARE CENTER",215346
91,"SPRINGS VILLAGE CARE CENTER",065247
91,"SNOHOMISH HEALTH AND REHABILITATION",505338
91,"MARSHALL MANOR NURSING HOME",015378
91,"EAST BAY POST-ACUTE",055239
91,"BELLE FOUNTAIN NURSING & REHABILITATION CENTER",235376
91,"SOUTH DALLAS NURSING & REHABILITATION",675440
91,"PENDLETON MANOR",515124
91,"AVON PLACE",365155
91,"CAMBRIDGE PLACE",175350
91,"THE ARMY RESIDENCE COMMUNITY HEALTH CARE CENTER",675697
91,"WOODLAND SKILLED NURSING FACILITY",056109
91,"PIEDMONT HEALTH CARE CENTER",015194
91,"LUTHERAN SUNSET HOME",355084
91,"LAKELAND CENTER (THE)",235589
91,"CASTLE ROCK CARE CENTER",065285
92,"FAIRLAND CENTER",215015
92,"KENANSVILLE HEALTH & REHABILITATION CENTER",345150
92,"PRESTIGE CARE & REHABILITATION - PINEWOOD TERRACE",505275
92,"DUNMORE HEALTH CARE CENTER",395567
92,"PINE TREE LODGE NURSING CENTER",675177
92,"EASTVIEW NURSING CENTER",115656
92,"FOCUSED CARE OF CENTER",675398
92,"THE SUITES AT WESTERN HOME COMMUNITIES",165622
92,"COUNTRY COURT",365269
92,"BLUE STREAM REHAB AND NURSING",365370
92,"PEAK HEALTHCARE AT CHESTERTOWN",215260
92,"NOKOMIS REHAB & HEALTH CARE CENTER",145478
92,"AVIVA AT FITZSIMONS",065430
92,"MEDILODGE OF CLARE",235022
92,"PARAMOUNT NURSING AND REHAB AT FAYETTEVILLE, LLC",395721
92,"HERMITAGE CARE AND REHABILITATION CENTER",185346
92,"MEADOW PARK HEALTH & SPECIALTY CARE CENTER",385222
92,"WINDSOR HOUSE AT CHAMPION",366281
92,"IGNITE MEDICAL RESORT ADAMS PARC",375549
92,"CENTRAL GARDENS POST ACUTE",055280
92,"LILIHA HEALTHCARE CENTER",125041
92,"THE PAVILION AT CRESCENT LAKE",105808
92,"ROCKY MOUNTAIN CARE - THE LODGE",465147
92,"CRYSTAL BLUFFS REHABILITATION AND HEALTH CARE CENT",345170
92,"SUDBURY PINES EXTENDED CARE",225531
92,"CONTINUING HEALTHCARE AT WILLOW HAVEN",366244
92,"AVAMERE REHABILITATION OF COOS BAY",385239
92,"PARK BEND HEALTH CENTER",675862
92,"BAYSIDE CARE CENTER",105071
92,"HUNTSVILLE HEALTH CARE CENTER",675691
92,"ROCKPORT NURSING AND REHABILITATION CENTER",455974
92,"ST MARGARETS CENTER",335830
92,"WEST WOODS OF BRIDGMAN",235625
92,"OHMAN FAMILY LIVING AT HOLLY",365947
92,"MERCER MANOR REHABILITATION",146138
92,"MADISON HEALTH AND REHABILITATION CENTER",185262
92,"WINDEMERE PARK HEALTH AND REHAB CENTER",235714
92,"LA CRESCENTA HEALTHCARE CENTER",055960
92,"REGENCY CARE CENTER AT MONROE",505350
92,"JOPLIN GARDENS",265853
92,"TALLAHASSEE LIVING CENTER",105764
92,"NORTH VALLEY NURSING CENTER",055146
92,"KNOTT COUNTY HEALTH AND REHABILITATION CENTER",185150
92,"APERION CARE PRINCETON",145437
92,"BROOKDALE ROSEHILL",175478
92,"HERITAGE HEALTH-DWIGHT",145452
92,"LEGENDARY NURSING & REHABILITATION LLC",265508
92,"ENUMCLAW HEALTH & REHAB CENTER",505400
92,"SUNFLOWER PARK HEALTH CARE",675390
92,"LOFT REHABILITATION & NURSING",145431
92,"SEQUOYAH POINTE LIVING CENTER",375344
92,"REGENCY CARE OF SILVER SPRING, LLC",215060
92,"ANADARKO NURSING & REHAB",375477
92,"BRINTON MANOR NURSING AND REHABILITATION CENTER",395917
92,"MUSC HEALTH MULLINS NURSING HOME",425312
92,"THE FOLEY CENTER AT CHESTNUT RIDGE",345045
92,"MARION MANOR NURSING HOME INC",365181
92,"RIVER RUN HEALTHCARE AND REHABILITATION CENTER",395345
92,"HARTWELL HEALTH AND REHABILITATION",115435
92,"PARK MANOR LTD",525612
92,"ELWOOD HEALTH AND LIVING",155522
92,"CRESTVIEW HOME",265807
92,"WILLOWBROOKE COURT SKILLED CARE CENTER AT BRITTANY",395762
92,"HESSMER NURSING AND REHABILITATION CENTER",195559
92,"AYDEN HEALTHCARE OF GREENVILLE",365532
92,"DAY BROOK VILLAGE SENIOR LIVING",225269
92,"FIRCREST SCHOOL, PAT N",50A260
92,"HOME AT TAYLOR'S POINTE",366332
92,"FARMINGTON COUNTRY MANOR",145404
92,"ELDERWOOD AT AMHERST",335056
92,"MOLALLA MANOR CARE CENTER",385150
92,"COLONIAL MANOR II",37E109
92,"RIVER BROOK HEALTHCARE CENTER",115635
92,"EASTSIDE HEALTH & REHAB CENTER",145851
92,"NORTH HILLS LIFE CARE AND REHAB",045398
92,"CIMARRON NURSING CENTER",375102
92,"HERITAGE INN HEALTH AND REHABILITATION",115597
92,"NHC PLACE SUMNER",445519
92,"BRIARFIELD MANOR",365822
92,"HERITAGE HEALTH-LITCHFIELD",145271
92,"BAYOU VISTA NURSING AND REHAB CENTER",195603
92,"PINEY GROVE NURSING AND REHABILITATION CENTER",345354
92,"PARK VIEW CARE CENTER",365570
92,"COURTYARD MANOR NURSE CARE CENTER & ASSISTED LIV",195606
92,"PIONEER TRACE GROUP, LLC",185314
92,"SKLD WYOMING",235441
92,"WATERVILLE RESIDENTIAL CARE CENTER",335585
92,"HUDSON BAY HEALTH AND REHABILITATION",505260
92,"SAMARITAS SENIOR LIVING SAGINAW",235250
92,"FENTON HEALTHCARE",235482
92,"LOUISBURG HEALTHCARE & REHABILITATION CENTER",345358
92,"THE WATERTON HEALTHCARE & REHABILITATION",676193
92,"GRAND BAY CONVALESCENT HOME, INC.",015406
92,"HARRISON HEALTHCARE CENTER",155657
92,"SWANTON VALLEY REHABILITATION AND HEALTHCARE CENTE",365745
92,"CRYSTAL HEIGHTS CARE CENTER",165570
92,"THREE LINKS CARE CENTER",245450
92,"OAKDALE REHABILITATION & SKILLED NURSING CENTER",225334
92,"TATTNALL HEALTHCARE CENTER",115575
92,"AVAMERE REHABILITATION OF EUGENE",385053
92,"MARBRIDGE VILLA",675923
92,"MANOR COURT OF ROCHELLE",146193
92,"RICHMOND HEALTH CARE CENTER",676006
92,"BLUE HILLS HEALTH AND REHABILITATION CENTER",225444
92,"EASTVIEW REHABILITATION & HEALTHCARE CENTER",015014
92,"FOLKSTON PARK CARE AND REHABILITATION CENTER",115630
92,"DRIFTWOOD HEALTHCARE CENTER - SANTA CRUZ",055109
92,"WAYCROSS HEALTH AND REHABILITATION",115605
92,"RICHLAND HILLS REHABILITATION AND HEALTHCARE CENTE",455576
92,"MOUNT OLIVET HOME",24E102
92,"SALEM CROSSING",155330
92,"KERR LAKE NURSING AND REHABILITATION CENTER",345321
92,"LANDMARK OF RIVER CITY REHABILITATION AND NURSING",185468
92,"SPRING CREEK HEALTHCARE CENTER",465049
92,"BETHANY HOME SOCIETY SAN JOAQUIN COUNTY",055662
92,"APERION CARE PERU",155702
92,"COLONY CENTER FOR HEALTH & REHABILITATION",225435
92,"VIEWCREST HEALTH CENTER",245414
92,"SMITH CROSSING",146110
92,"AUBURN REHABILITATION & NURSING CENTER",335004
93,"THE EMERALDS AT GRAND RAPIDS LLC",245495
93,"DRAPER REHABILITATION AND CARE CENTER",465091
93,"SUNNY ACRES NURSING HOME",225494
93,"VIA CHRISTI VILLAGE MANHATTAN, INC",175100
93,"CAPISTRANO BEACH CARE CENTER",055585
93,"EASTLAND HEALTH  CARE AND REHABILITATION CENTER",365572
93,"MEDICALODGES PAOLA",175413
93,"LAKELAND VILLAGE NURSING FACILITY",50A263
93,"KNUTE NELSON",245435
93,"CLUTE LTC PARTNERS, INC.",675234
93,"SAN JUAN CENTER",325085
93,"SANCTUARY AT  OHIO VALLEY",365791
93,"SMITH VILLAGE",145904
93,"MEDILODGE OF LUDINGTON",235358
93,"NORTHERN OAKS LIVING & REHABILITATION CENTER",455934
93,"LAKESIDE REHABILITATION AND CARE CENTER",675093
93,"LORIEN MAYS CHAPEL",215351
93,"GUARDIAN REHABILITATION HOSPITAL",056008
93,"LAKESIDE OAKS CARE CENTER",105132
93,"LANDMARK CARE AND REHABILITATION",505086
93,"SUNNYVIEW CARE CENTER",555071
93,"LAURELS OF GALESBURG (THE)",235483
93,"WOODVILLE HEALTH AND REHABILITATION CENTER",675120
93,"MARY WADE HOME, INC",075325
93,"PLAINVIEW HEALTHCARE CENTER",455551
93,"GRAND TERRACE REHABILITATION AND HEALTHCARE",455586
93,"PROVIDENCE BENEDICTINE NURSING CENTER",385018
93,"CUMBERLAND NURSING AND REHABILITATION CENTER",185173
93,"ALDEN NORTH SHORE REHAB & HCC",145984
93,"PU'UWAI 'O MAKAHA",125046
93,"FALLBROOK SKILLED NURSING",055298
93,"GRANDVIEW HEALTHCARE CENTER",165340
93,"SHENANDOAH VALLEY HEALTH AND REHAB",495168
93,"SUMMIT CITY NURSING AND REHABILITATION",155159
93,"GARRISON NURSING HOME & REHABILITATION CENTER",676177
93,"WOODS EDGE REHAB AND NURSING",366209
93,"EMBASSY OF EUCLID",365730
93,"MILLER'S MERRY MANOR",155262
93,"ALLISON CARE CENTER",065297
93,"AUTUMN WOODS HEALTH CAMPUS",155681
93,"KENWOOD HEALTH AND REHABILITATION CENTER",185061
93,"ORCHARD GARDENS",175452
93,"COUNTRY VILLA WESTWOOD CONVALESCENT CENTER",055060
93,"SIDNEY HEALTH CENTER EXTENDED CARE",275121
93,"WEST VIEW HEALTHY LIVING",366152
93,"LA PALOMA HEALTHCARE CENTER",055335
93,"GILMER NURSING AND REHABILITATION",675801
93,"EMBASSY OF HUNTINGDON PARK",395297
93,"GOLDEN ESTATES REHABILITATION CENTER",675690
93,"METHODIST MANOR RETIREMENT COM",165359
93,"APERION CARE DEMOTTE",155572
93,"HIBBARD SKILLED NURSING & REHABILITATION CENTER",205004
93,"GUTTENBERG CARE CENTER",165334
93,"LEGEND OAKS HEALTHCARE AND REHABILITATION -WAXAHAC",676421
93,"LACON REHAB AND NURSING",146123
93,"WOOD HAVEN HEALTH CARE SENIOR LIVING & REHAB",365458
93,"ORCHID COVE AT LABELLE",105683
93,"AVANTARA MOUNTAIN VIEW",435040
93,"DIVINE REHABILITATION AND NURSING AT TOLEDO",366328
93,"CHANDLER CONVALESCENT HOSPITAL",056190
93,"TULARE NURSING & REHABILITATION CENTER",055649
94,"BROOKDALE OVERLAND PARK",175517
94,"WINDSOR HEALTHCARE CENTER OF OAKLAND",056280
94,"LAMUN-LUSK-SANCHEZ TEXAS STATE VETERANS HOME",675874
94,"VALLEY VIEW HEALTHCARE CENTER",155496
94,"SIGNATURE HEALTHCARE AT HERITAGE HALL REHAB & WELL",185277
94,"LA MESA HEALTHCARE CENTER",055488
94,"NORTHCREST REHAB AND NURSING CENTER",365163
94,"FRIENDSHIP MANOR",146099
94,"ALLIANCE HEALTH AT BALDWINVILLE",225388
94,"ST JOHNS PLACE",265733
94,"LIVINGSTON MANOR CARE CENTER",265621
94,"WEDGEMERE HEALTHCARE",225067
94,"BELKNAP COUNTY NURSING HOME",305101
94,"SIGNATURE HEALTHCARE OF ELIZABETHON REHAB & WELLNE",445217
94,"HENRY REHAB AND NURSING",145604
94,"SOUTHBROOK-SKILLED NURSING BY AMERICARE",265389
94,"WINCHESTER LODGE HEALTHCARE CENTER",676264
94,"ACCORDIUS HEALTH AT CLEMMONS",345131
94,"MIRA VISTA CARE CENTER",505315
94,"RANDOLPH NURSING HOME",155231
94,"OAK HILLS LIVING CENTER",245490
94,"HOLDREGE MEMORIAL HOMES, INC",285067
94,"HOLSTON HEALTH & REHABILITATION CENTER",445344
94,"SKYLAND CARE CENTER",345400
94,"WESTMINSTER HEALTH CARE CENTER",155191
94,"HOLIDAY MANOR CARE CENTER",555578
94,"ESTATES OF ST LOUIS, LLC, THE",265712
94,"LIFE CARE CENTER OF STONEHAM",225732
94,"HAMILTON ARMS CENTER",395224
94,"DEL AMO GARDENS CONVALESCENT",555706
94,"VANCEBURG REHAB AND CARE, LLC",185238
94,"ALAMITOS BELMONT REHAB HOSPITA",056125
94,"LIFE CARE CENTER OF KONA",125052
94,"LA BELLE MANOR CARE CENTER",265646
94,"TRINITY COMMUNITY AT FAIRBORN",365979
94,"TERRELL HEALTHCARE CENTER",675879
94,"DOCKSIDE HEALTH & REHAB CENTER",495422
94,"SOUTHGATE LIVING CENTER",265771
94,"MADISONVILLE HEALTH AND REHABILITATION, LLC",185015
94,"WRIGHTSVILLE MANOR HEALTH AND REHAB",115406
94,"BARREN COUNTY NURSING AND REHABILITATION",185229
94,"MAPLE LEAF HEALTH CARE",345340
94,"TRINITY VILLAGE MEDICAL CENTER",045438
94,"SARATOGA RETIREMENT COMMUNITY HEALTH CENTER",555343
94,"CREEKSIDE TERRACE REHABILITATION",455497
94,"ST FRANCIS HOME",235249
94,"COMPLETE CARE AT PARK PLACE, LLC",315362
94,"HYDEN HEALTH AND REHABILITATION CENTER",185193
94,"THE BLOSSOMS AT STAMPS REHAB & NURSING CENTER",045232
94,"THE HILLTOP ON MAIN",675518
94,"CORNERSTONE REHAB & HC",145239
94,"TIMBERS OF JASPER THE",155478
94,"PARKVIEW MANOR NURSING AND REHABILITATION",675922
94,"CODY REGIONAL HEALTH LONG TERM CARE CENTER",535027
94,"GALLATIN REST HOME",275066
94,"GOLDEN YEARS NURSING AND REHABILITATION CENTER",675406
94,"SHADY NOOK CARE CENTER",155525
94,"LIBERTY CENTER FOR REHABILITATION AND NURSING",395764
94,"SWANSEA REHAB HEALTH CARE",145981
94,"PIEDMONT GARDENS HEALTH FACILITY",056096
94,"FOCUSED CARE AT CORPUS",675670
94,"LAKESIDE SPECIAL CARE CENTER",555887
94,"CORTLAND ACRES NURSING HOME",515063
94,"ROBSTOWN NURSING AND REHABILITATION CENTER",455838
94,"ALDEN MEADOW PARK HCC",525508
94,GLENBROOK,555806
94,"DIVERSICARE OF PELL CITY",015189
94,"OSAGE BEACH REHABILITATION AND HEALTH CARE CENTER",265171
94,"GLENDALE CARE AND REHAB CENTER LLC",525547
94,"GOOD SAMARITAN SOCIETY LAS CRUCES VILLAGE",325067
94,"HOLY SPIRIT RETIREMENT HOME",165266
94,"HANDMAKER HOME FOR THE AGING",035016
94,"MONTESANO HEALTH - REHAB CENTER",505503
94,"WILLOW PARK REHABILITATION AND CARE CENTER",676365
94,"NORTHCREST SPECIALTY CARE",165165
94,"ABBEVILLE NURSING HOME, INC.",425057
94,"CROSS COUNTRY HEALTHCARE CENTER",675017
94,"MISSION POINT NSG & PHY REHAB OF SUPERIOR WOODS",235596
94,"SUNNY VIEW CARE CENTER",165441
94,"ESSENTIA HEALTH OAK CROSSING",245212
94,"CARE ONE AT HANOVER TOWNSHIP",315511
94,"JEROME HOME",075343
94,"COLLINSVILLE REHAB & HEALTH CC",145438
