Beds,Provider,"Federal Number"
40,"CAMILIA ROSE CARE CENTER LLC",245353
40,"TRUMAN SENIOR LIVING",245346
40,"LATTA ROAD NURSING HOME EAST",335618
40,"ST MARYS CENTER INC",335762
40,"NOTTINGHAM R H C F",335800
40,"TIMOTHY DANIELS HOUSE",225709
41,"GOOD SAMARITAN SOCIETY CANTON",435101
41,"SEYMOUR REHABILITATION AND HEALTHCARE",675042
41,"OCEAN PARK HEALTHCARE",555786
41,"QUALITY LIFE SERVICES - WESTMONT",396132
41,"JOHN MANCHIN SR HEALTH CARE CENTER",515075
41,"MENNO-OLIVET CARE CENTER",435113
41,"GENEVA SHORES NURSING AND REHAB",365962
41,"AVANTARA SALEM",435049
41,"MADISON PARK HEALTHCARE",515021
41,"FLOWER VILLA, INC",056438
41,"PARKVIEW HEALTHCARE CENTER",055671
41,"ALPINE MEADOW REHABILITATION AND NURSING",465191
41,"PLEASANT VIEW HOME",165413
41,"KADIMA REHABILITATION & NURSING AT POTTSTOWN",395827
41,"DISCOVERY VILLAGE AT SOUTHLAKE",676351
41,"MOUNTRAIL BETHEL HOME",355044
41,"BISHOP GADSDEN EPISCOPAL HEALTH CARE CENTER",425411
41,"GRIGGS COUNTY CARE CENTER",355039
41,"ADVINIA CARE AT PROVINCETOWN",225637
41,"BROWNS VALLEY HEALTH CENTER",245564
41,"ALCESTER CARE AND REHAB CENTER, INC",435062
41,"ST JOSEPH'S HOME FOR ELDERLY",315388
41,"MISSION AT MAPLE SPRINGS",465165
41,"CRA-MAR MEADOWS",415066
41,"MONTEZUMA SPECIALTY CARE",165295
41,"BOOKER HOSPITAL DISTRICT DBA:  TWIN OAKS MANOR",45F197
41,"POWDER RIVER MANOR",275087
41,"WINDSOR PLACE SENIOR LIVING CAMPUS",165381
41,"QUERENCIA AT BARTON CREEK",676198
41,"GLACIER CARE CENTER",275104
41,"LAKE LODGE NURSING & REHABILITATION",455903
41,"15 CRAIGSIDE",125063
41,"BRIGHTON GARDENS OF TUCKERMAN LANE",215320
41,"MEADOW BROOK REHABILITATION AND NURSING",465158
41,"CREEKSIDE REHABILITATION AND NURSING",385277
41,"QUINN MEADOWS REHABILITATION AND CARE CENTER",135136
41,"WINFIELD REST HAVEN II, LLC",175488
41,"GREEN LEA SENIOR LIVING",245536
41,"BEL VISTA HEALTHCARE CENTER",555805
41,"WELBROOK YUMA OPCO LLC",035298
42,"OAKS - CARROLLTON SKILLED NURSING, THE",115384
42,"ISLANDS SKILLED NURSING & REHABILITATION",125067
42,"NORWAY CENTER FOR HEALTH & REHABILITATION, LLC",205097
42,"BUCKINGHAM'S CHOICE",215329
42,"MID COAST SENIOR HEALTH CENTER",205163
42,"GOOD SAMARITAN SOCIETY - MANSON",165236
42,"WILLOWS HEALTH CENTER",146101
42,"PARKVIEW HAVEN",155746
42,"GREGORY WING OF ST ANDREWS VILLAGE",205158
42,"FOOTHILL REGIONAL MEDICAL CENTER D/P SNF",555730
42,"GUAM MEMORIAL HOSPITAL AUTHORITY",655000
42,"LOOMIS LAKESIDE AT REEDS LANDING",225691
42,"ST AUGUSTINE HOME FOR THE AGED",155825
42,"BROOKSIDE CARE STRATEGIES",15E064
42,"PREMIER PLACE AT THE GLENVIEW",105856
42,"STEVENS PARK HEALTH AND REHABILITATION",115294
42,"GRISWOLD REHABILITATION & HEALTH CARE CENTER",165351
42,"EXCEPTIONAL CARE FOR CHILDREN",08A015
42,"CUMBERNAULD VILLAGE",17E589
42,"COLONIAL MANORS OF COLUMBUS COMMUNITY",165476
42,"GOVE COUNTY MEDICAL CENTER LTCU",17E183
42,"SAYLOR LANE HEALTHCARE CENTER",055417
42,"BROOKDALE SANTA CATALINA",035253
42,"ACCURA HEALTHCARE OF SHENANDOAH",165529
42,"SPLENDIDO AT RANCHO VISTOSO",035273
42,"MEADOWBROOK REHABILITATION HOSPITAL",175130
42,"THOMAS UPHAM HOUSE",225645
42,"CLARKSVILLE SKILLED NURSING & REHAB CENTER",165495
42,"MEDICALODGES KINSLEY",175275
42,"SLOAN'S LAKE REHABILITATION CENTER",065404
42,"GOOD SAMARITAN SOCIETY - GEORGE",165247
42,"LIBERTY HEIGHTS",065305
42,"LITTLE SISTERS OF THE POOR - MULLEN HOME",06A088
42,"GOOD SAMARITAN SOCIETY - SAINT ANSGAR",165210
42,"ARARAT CONVALESCENT HOSPITAL",555126
42,"LAKESHORE INN NURSING HOME",245388
42,"AVERA ROSEBUD COUNTRY CARE CENTER",435029
42,"MCKAY HEALTHCARE & REHAB CTR",505390
42,"GOOD SAMARITAN SOCIETY - MOTT",355099
42,"GOOD SAMARITAN SOCIETY - LARIMORE",355097
42,"KADIMA REHABILITATION & NURSING AT LITITZ",395590
42,"FAIR MEADOW NURSING HOME",245545
42,"SPRING MEADOWS",365606
42,"RAPPAHANNOCK WESTMINSTER CANTERBURY",495160
42,"BOUNDARY WATERS CARE CENTER",245138
42,"JAMESTOWNE REHABILITATION",366450
42,"SWEET MEMORIAL NURSING HOME",275127
42,"REAGAN COUNTY CARE CENTER",45F094
42,"GOOD SAMARITAN SOCIETY - WOODLAND",245488
42,"JOSHUA TREE CARE CENTER",365533
42,"CENTERBURG RESPIRATORY & SPECIALTY REHAB CTR",365525
42,"COUNTRY POINTE",366230
42,"NORTHFIELD CARE CENTER INC",245561
42,"ALGOMA MEDICAL CENTER",525533
42,"ADVANCED HEALTH CARE OF RENO",295096
42,"ROLETTE COMMUNITY CARE CENTER",355081
42,"DELLS NURSING AND REHAB CENTER INC",435129
42,"NORTH VALLEY HOSPITAL",505454
42,"SHARON CARE CENTER",505429
42,"MAPLE HILLS SKILLED NURSING & REHABILITATION",366139
42,"LA CRESCENT HEALTH SERVICES",245319
42,"ARBOR CARE CENTERS-FRANKLIN LLC",285096
42,"KENDAL ON HUDSON",335848
42,"STONEBRIDGE OAK TREE",265819
42,"LEGACY GARDEN REHABILITATION & LIVING CENTER",285186
42,"BAYSIDE MANOR LLC",245473
42,"NORTHWOOD DEACONESS HEALTH CNT",355076
42,"HARMONY MANOR SKILLED NURSING FACILITY",295024
42,"ELMS HEALTH CARE CENTER",285191
43,"GREENFIELDS OF GENEVA",146166
43,"ARCHIE HENDRICKS SENIOR SKILLED NURSING FACILITY",035263
43,"TWIN LAKES",366319
43,"MONTGOMERY PLACE NURSING CENTER",175511
43,"ATRIUM AT NAVESINK HARBOR, THE",315515
43,"SUMMERFIELD HEALTH CARE CENTER",155587
43,"KINGSLEY SPECIALTY CARE",165329
43,"HERITAGE OF RED CLOUD",285225
43,"ST PAULS TOWERS",055156
43,"RADY CHILDREN'S CONVALESCENT HOSPITAL D/P SNF",05A292
43,"GOOD SAMARITAN SOCIETY LENNOX",435082
43,"LAUREL PARK BEHAVIORAL HEALTH CENTER",05A137
43,"GOOD SAMARITAN SOCIETY DEUEL COUNTY",435117
43,"RIVER VALLEY HEALTH AND REHABILITATION CENTER LLC",245237
43,"ROYAL GARDENS HEALTHCARE",055818
43,"PIONEER MEMORIAL NURSING HOME",435120
43,"THOMPSON HOUSE NURSING HOME",475050
43,"AVERA MARYHOUSE LONG TERM CARE",435034
43,"THE SEQUOIAS",055466
43,"SUN HEALTH LA LOMA CARE CENTER",035264
43,"UNION CITY CARE CENTER",365970
43,"MASON HEALTH CARE CENTER",366216
43,"THE WILLOWS AT HARRODSBURG",185210
43,"PICKERSGILL RETIREMENT COMMUNITY",215259
43,"MATTATUCK HEALTH CARE FAC",075432
43,"NYE POINTE HEALTH & REHAB CTR",285235
43,"HEART OF AMERICA CARE CENTER",355032
43,"SHERWOOD OAKS",395549
43,"GUNDERSEN HARMONY CARE CENTER",245528
43,"PRAIRIE SUNSET HOME INC",175489
43,"BUCKTAIL MEDICAL CENTER",395448
43,NEWCARE,525489
43,"ST ELIZABETH NURSING HOME",525639
43,"BRIDGEWATER NURSING HOME",225616
43,"MASONIC VILLAGE AT WARMINSTER",396054
43,"PARSONS PRESBYTERIAN MANOR",175303
43,"LAMONI SPECIALTY CARE",165314
43,"SIENNA HILLS NURSING & REHABILITATION",365922
43,"ELWOOD CARE CENTER",285215
43,"PENDER MEMORIAL HOSP SNF",345245
43,"MANLY SPECIALTY CARE",165226
43,"COVENANT SHORES HEALTH CENTER",505504
43,"FLANAGAN REHABILITATION & HCC",145842
43,"MCLEANSBORO REHAB & HLTH C CTR",145964
43,"SUNNY RIDGE",135102
43,"GOODALL WITCHER NURSING FACILITY",45F411
44,"MENNO HAVEN REHABILITATION CENTER",396145
44,"INN AT SARASOTA BAY CLUB",106035
44,"BEAUMONT AT BRYN MAWR",395753
44,"CONTINUING CARE AT EAGLES TRACE",676336
44,"PRUITTHEALTH- BARNWELL",425097
44,"LINVILLE COURT AT THE CASCADES VERDAE",425392
44,"JOHN EDWARD HARTER NURSING CENTER",425103
44,"LASELL HOUSE",225755
44,"KPC PROMISE SKILLED NURSING FACILITY OF OVERLAND",175240
44,"ARBOR CARE CENTERS-TEKAMAH LLC",285118
44,"BEL AIRE CENTER",475049
44,"STRASBURG NURSING HOME",355049
44,"VI AT PALO ALTO",555835
44,"WELLINGTON PARC OF OWENSBORO",185436
44,"ALHAMBRA CONVALESCENT HOSPITAL",555292
44,"FOX RUN VILLAGE",235634
44,"CORNERSTONE VILLA",245612
44,"TALLGRASS CREEK, INC",175541
44,"REDWOOD HEALTHCARE CENTER LLC",555499
44,"WOODSIDE MANOR NURSING HOME INC",335366
44,"THE BIRCHES AT TRILLIUM WOODS",245627
44,"SCRANTON HEALTH CARE CENTER",396095
44,"WABASSO RESTORATIVE CARE CENTER",245400
44,"CONTINUING CARE AT WIND CREST",065409
44,"TWIN MAPLES HEALTHCARE, INC",075431
44,"SERENITY HILL NURSING CENTER",225752
44,"SATANTA DISTRICT HOSPITAL LTCU",17E356
44,"BELGRADE NURSING HOME",245418
44,"HERITAGE HEALTHCARE OF PICKENS",425306
44,"ST. JOSEPH'S  NURSING  HOME",21E104
44,"WELLINGTON HEALTH AND REHAB",175357
44,"THE CENTER AT PARMER",676487
44,"OLD MILL REHABILITATION (OMAHA TCU)",285289
44,"RIVER FALLS REHABILITATION AND HEALTHCARE CENTER",425307
44,"CASTLE PEAK SENIOR LIFE AND REHABILITATION",065420
44,"GOLDEN AGE INMAN",425316
44,GLENHAVEN,525602
44,"BROOKDALE ANDERSON",425398
44,"PRESBYTERIAN COMMUNITIES OF SOUTH CAROLINA-FLORENC",425406
44,WILLOWCREST,395515
44,"THE WATERVIEW SHORES LLC",245471
44,"TABITHA NURSING CENTER AT CRETE",285283
44,"WILLISTON HEALTHCARE AND REHAB LLC",425297
44,"DELTA NURSING & REHABILITATION CENTER",555354
44,"THE ARLINGTON OF NAPLES, INC,",106108
44,"FOUR WINDS MANOR",525656
44,"BERKELEY RETIREMENT HOME,THE",225640
44,"WESTON REHABILITATION & NURSING CENTER",396024
44,"WINCHESTER NURSING CENTER, INC",265874
44,"HIGHLAND HEALTHCARE & REHABILITATION CENTER",175412
44,"MONTGOMERY GENERAL HOSPITAL",515081
44,"SAN GABRIEL VALLEY MEDICAL CTR D/P SNF",555237
44,"MIRABELLA PORTLAND",385274
44,"RESIDENCES AT VANTAGE POINT",215344
44,"SOURIS VALLEY CARE CENTER",355109
44,"REGENCY PRINEVILLE REHABILITATION & NURSING CENTER",385261
44,"MOUNTAIN VIEW REGIONAL MEDICAL CENTER",495374
44,"LAUREL HILL NURSING CENTER",385232
44,"SUNSET PARK HEALTHCARE",055748
44,"ASHBY PONDS INC",495416
44,"COVENANT LIVING AT INVERNESS",375476
44,"COLLINGTON EPISCOPAL LIFE CARE",215180
44,"WILDWOOD HEALTH AND REHAB",115706
44,"HEARTHSTONE, THE",505027
44,"HALSTAD LIVING CENTER",245569
44,"ACCURA HEALTHCARE OF AURELIA, LLC",165535
44,"BROWN MEMORIAL HOME INC",366112
44,"SUNNYSIDE HEALTH CARE CENTER",245045
44,"SHANNONDALE OF MARYVILLE HEALTH CARE CENTER",445472
44,"ROSELAWN GARDENS NURSING & REHABILITATION",366231
44,"AITKIN HEALTH SERVICES",245119
44,"FRANKE HEALTH CARE CENTER",425374
44,"SOUNDVIEW REHABILITATION AND HEALTH CARE INC",505216
44,"HARRY AND JEANETTE WEINBERG CARE CENTER",125033
44,"AUBURN SKILLED NURSING AND REHAB",366218
44,"COLE PLACE",395228
44,"CONTINUING CARE AT HIGHLAND SPRINGS",676329
44,"HIGHLAND HEALTH AND REHABILITATION",505140
44,"CAREAGE HILLS REHABILITATION AND HEALTHCARE",165428
44,"ROCK RAPIDS HEALTH CENTRE",165181
44,"DOOLEY CENTER",17E585
44,"LONE TREE HEALTH CARE CENTER",165388
44,"WHEATLAND MANOR",165377
44,"AVERA BORMANN MANOR",43A137
44,"THE BRADLEY GARDENS",055598
44,"CARTHAGE SENIOR CARE",255351
44,"COLVILLE TRIBAL CONVALESCENT C",505412
44,"PONTOTOC NURSING HOME",25A380
44,"DOW RUMMEL VILLAGE",435127
44,"SANFORD CHAMBERLAIN CARE CENTER",43A073
44,"WHISPERING HILLS REHABILITATION AND NURSING CENTER",366014
44,"MILLER'S MERRY MANOR",155627
44,"UPLAND HILLS NURSING AND REHAB",525376
44,"UNION HOUSE NURSING HOME",475036
44,"WALWORTH COUNTY CARE CENTER, INC",435123
44,"STERLING COUNTY NURSING HOME",675880
44,"SHELL ROCK SENIOR LIVING",165309
44,"WHITFIELD NURSING HOME",25E015
45,"ELIZABETHTOWN NURSING AND REHABILITATION",395844
45,"MARION POINTE",365323
45,"SAN BRUNO SKILLED NURSING",555276
45,"BEL AIR CARE CENTER",366277
45,"NORTH STAR MANOR",245550
45,"SNYDER NURSING HOME",49E076
45,"CAMARILLO SENIOR LIVING",555876
45,"RENVILLA HEALTH CENTER",245554
45,"PENN MAR THERAPEUTIC CENTER",05A360
45,"VIKING MANOR NURSING HOME",245559
45,"ROCKWOOD SOUTH HILL",505033
45,"FOREST HILL MANOR",205176
45,"BAYSHIRE CARLSBAD",555745
45,"GRACE BRETHREN VILLAGE",366263
45,"GOOD SAMARITAN SOCIETY - NEWELL",165249
45,"GALION POINTE, INC",365385
45,"HILLCREST CARE CENTER",065316
45,"SHELBY POINTE, INC",365331
45,"MISSION CAPISTRANO HEALTHCARE CENTER",555763
45,"TORREY PINES SENIOR LIVING",555746
45,"HOLLY NURSING CARE CENTER",065351
45,"CENTRAL TODD COUNTY CARE CENTER",245521
45,"CARONDELET VILLAGE CARE CENTER",245617
45,"SERENTO CASA",555737
45,"CALVARY FELLOWSHIP HOMES INC",395349
45,"AVANTARA ARMOUR",435057
45,"INGLESIDE AT KING FARM",215353
45,"ARBOL RESIDENCES OF SANTA ROSA",555836
45,"HOLY FAMILY HOME",395637
45,"PARKVIEW CARE CENTER - WELLS",245436
45,"GARDINER HEALTH CARE FACILITY",205080
45,"FOWLER HEALTH CARE",065360
45,"MIDDLETOWN NURSING AND REHABILITATION CENTER",155486
45,"ADVENTHEALTH DADE CITY",106125
45,"GRANDE LAKE HEALTHCARE CENTER",365809
45,"BRIARWOOD AT TIMBER RIDGE",505518
45,"BENDERSON FAMILY SKILLED NURSING AND REHAB CENTER",106090
45,"COURTYARD AT SEASONS",365798
45,"BARRETT CARE CENTER INC",245575
45,"ESSEX MEADOWS HEALTH CENTER",075322
45,"OUR ISLAND HOME",225772
45,"LA DORA NURSING AND REHABILITATION CENTER",675934
45,"GRACE HEALTHCARE OF OREGON",525536
45,"BEAR CREEK SENIOR LIVING",065373
45,"BAYSHIRE RANCHO MIRAGE",555775
45,"MONTAGE HILLS",065362
45,"FINNISH-AMERICAN VILLAGE",105827
45,"THE GABLES OF PELHAM SKILLED NURSING & REHAB",425373
45,"COLEMAN HOUSE",225403
45,"NORTH REHABILITATION CENTER",105149
45,"JNH-JAQUITH INN",25A197
45,"ELMHURST HEALTHCARE (THE)",225659
45,"HEINZ TRANSITIONAL REHABILITATION UNIT",396109
45,"GOOD SAMARITAN SOCIETY - COMFORCARE",245317
45,"GLEN OAKS NURSING CENTER",255181
45,"WHITEWATER HEALTH SERVICES",245270
45,"SIBLEY MEM HOSP RENAISSANCE",095030
45,"FLATIRONS HEALTH & REHAB, LLC",065421
45,"LYON SPECIALTY CARE",165215
45,"THE ESTATES AT RUSH CITY LLC",245348
45,"GREENHILLS MANOR",555841
45,"TRINITY NURSING AND REHAB OF GRANBURY",675084
45,"ROSE VILLA SENIOR LIVING COMMUNITY",38A031
45,"CEDARS OF LEBANON CARE CENTER",366296
45,"GARDENS, THE",065198
45,"ST. ANDREW POST-ACUTE REHABILITATION CENTER",106015
45,"FIELD CREST CARE CENTER",245431
45,"ADVINIA CARE AT VENICE",105955
45,"COMMONS RESIDENCE AT ORCHARD COVE",225672
45,"SHIELDS NURSING CENTER",555364
45,"BROOKDALE NORTHRIDGE",555791
45,"WILLOWBROOKE COURT AT COKESBURY VILLAGE",085017
45,"PRAIRIE VIEW SENIOR LIVING",245371
45,"MONTAGE RIDGE",065374
45,"HEARTLAND VILLA CENTER",185399
45,"TOTALLY KIDS SPECIALTY HEALTHCARE - SUN VALLEY",555815
45,"SERENTO ROSA",555768
45,"MCINTOSH SENIOR LIVING",245356
45,"CENTRO MEDICO WILMA N VAZQUEZ SNF",405025
45,"SUNSET HOME INC",175422
45,"VALLEY VIEW HEALTHCARE & REHAB",245566
45,"FLINT HILLS CARE AND REHABILITATION CENTER",175280
45,"CLARIDGE COURT",175343
45,"NEODESHA CARE AND REHAB",175317
45,"SMITH CENTER HEALTH AND REHAB",175295
45,"WEST BEND HEALTH AND REHABILITATION",165444
45,"MEDICALODGES ARKANSAS CITY",175313
45,"BRIGHTON GARDENS OF OMAHA",285274
45,"OAKLAND HEIGHTS",285281
45,"ACCESS MENTAL HEALTH LLC",17E210
45,"HAVILAND OPERATOR, LLC",17E038
45,"ANEW HEALTHCARE",175323
45,"BOTKIN CARE AND REHAB",175337
45,"MORAN MANOR",175224
45,"GOOD SAMARITAN SOCIETY - VALLEY VISTA",175359
45,"BLACKHAWK LIFE CARE CENTER",165499
45,"PROVIDENCE PLACE LTCU",175159
45,"MCPHERSON OPERATOR, LLC",175437
45,"MEDICALODGES LEAVENWORTH",175162
45,"PROTECTION VALLEY MANOR",17E034
45,"GOOD SAMARITAN SOCIETY - ELLIS",175328
45,"PARKVIEW HEIGHTS",175433
45,"ADVENA LIVING OF CLAY CENTER",175351
45,"DISCOVERY REHABILITATION AND LIVING",135129
45,"ALMA MANOR",175346
45,"HILLTOP MANOR NURSING CENTER",175545
45,"GOLDENROD MANOR",165489
45,"STRATFORD COMMONS REHAB & HEALTH CARE CENTER",175549
45,"GRAND PLAINS SKILLED NURSING BY AMERICARE",175566
45,"STERLING VILLAGE",175299
45,"MEADE DISTRICT HOSP LTCU DBA LONE TREE RETIREMENT",17E026
45,"SHEFFIELD CARE CENTER",165384
45,"SHERIDAN MEMORIAL NURSING HOME",275070
45,"PRATT HEALTH AND REHAB",175315
45,"MORNING STAR CARE CENTER",535050
45,"GOOD SAMARITAN SOCIETY - LIBERAL",175334
45,"WESTERN HORIZONS CARE CENTER",355042
45,"ADVENA LIVING OF CHERRYVALE",175335
45,"WINDSOR POINT CONTINUING CARE",345500
45,"OWENSBORO HEALTH MUHLENBERG COMMUNITY HOSPITAL LTC",185008
45,"DOWNS CARE AND REHAB",175201
45,"MID-NEBRASKA LUTHERAN HOME",285213
45,"SPRING HILL CARE AND REHAB",175425
45,"LEGACY AT HERINGTON",175490
45,"AZRIA HEALTH GREAT BEND",175291
45,"CHENEY GOLDEN AGE HOME",175399
45,"WHEATLAND NURSING & REHABILITATION CENTER",175286
45,"MINNEAPOLIS HEALTHCARE AND REHABILITATION CENTER",175282
45,"COLONIAL MANOR OF RANDOLPH",285183
45,"SPRING VIEW MANOR HEALTHCARE AND REHABILITATION",175504
45,"BRIGHTON GARDENS OF PRAIRIE VILLAGE",175499
45,"SALEM HOME",175484
45,"CLAYTON NURSING AND REHAB",325100
45,"AKRON  CARE CENTER, INC",165595
45,"TOPSIDE MANOR INC",175361
45,"MEDICALODGES FRONTENAC",175363
45,"NEIGHBORS - CENTRAL NEIGHBORHOOD (THE)",525433
45,"MERRIMAN HOUSE",30E062
45,"MEDICALODGES PITTSBURG",175070
45,"WAKEFIELD CARE AND REHAB",175272
45,"LEGACY AT SALINA",175127
45,"GOOD SAMARITAN SOCIETY - DECATUR COUNTY",175356
45,"WARWICK LIVING CENTER",235607
45,"MEDICALODGES ATCHISON",175141
45,"MEDICALODGES COLUMBUS",175264
45,"HUTCHINSON OPERATOR, LLC",175236
45,"PEABODY HEALTH AND REHAB",175457
45,"ELMHAVEN EAST",175415
45,"LINCOLN CARE AND REHAB",175273
45,"GOOD SAMARITAN SOCIETY - ELLSWORTH VILLAGE",175231
45,"PARKWAY OPERATOR LLC",175229
45,"WINDSOR PLACE AT IOLA LLC",175226
45,"SUNPORCH OF DODGE CITY",175207
45,"ANEW HEALTHCARE EASTON",175411
45,"KAW RIVER CARE AND REHAB",175219
45,"FREEMAN NURSING & REHAB COMMUNITY",235612
45,"BONNER SPRINGS NURSING & REHAB CENTER",175401
45,"CHASE COUNTY CARE AND REHAB",175223
45,"WESTVIEW OF DERBY",175218
45,"ARMA OPERATOR, LLC",175353
45,"WELBROOK CENTENNIAL HILLS, LLC",295097
46,"CERES POSTACUTE CARE",055935
46,"ROTARY SENIOR LIVING",165500
46,"PIKETON NURSING CENTER",365961
46,"SOUTHERN TENN MEDICAL CENTER SNF",445222
46,"ACCURA HEALTHCARE OF CRESCO",165490
46,"GILL ODD FELLOWS HOME",475052
46,"EVANS MEMORIAL HOME",165491
46,"ELM MANOR NURSING AND REHABILITATION CENTER",335255
46,"MORROW MANOR NURSING CENTER",365835
46,"FOSTER HEALTH & REHAB CENTER",146167
46,"MILLER'S MERRY MANOR",155571
46,"TIMELY MISSION NURSING HOME",165586
46,"WELLSPRINGS THERAPY CENTER OF PHOENIX",035293
46,"ACCURA HEALTHCARE OF CASCADE LLC",165568
46,"WEST POINT CARE CENTER INC",165569
46,"ST. ANNE'S HOME",05A290
46,"GOLDEN GOOD SHEPHERD HOME",146111
46,"OSSIAN SENIOR HOSPICE",165576
46,"MAQUOKETA CARE CENTER",165579
46,"CLARENCE NURSING HOME",165590
46,"CHILDRENS SPECIALIZED HOSPITAL MOUNTAINSIDE",315239
46,"WAPELLO SPECIALTY CARE",165452
46,"MIRABELLA SEATTLE",505520
46,"HOMESTEAD II",365236
46,"TWILIGHT ACRES",165488
46,"VILLAGE CARE CENTER INC",265643
46,"SIMMONS LOVING CARE HEALTH FACILITY",155845
46,"RALLS NURSING HOME",675407
46,"WOODLAWN REHABILITATION & NURSING CENTER",205154
46,"ASPIRE OF GOWRIE",165344
46,"SOUTH COAST GLOBAL MEDICAL CENTER D/P SNF",555567
46,"NEIGHBORS - WEST NEIGHBORHOOD (THE)",525714
46,"ATTICA LONG TERM CARE FACILITY",17E534
46,"RATLIFF CARE CENTER",265747
46,"SARATOGA CARE CENTER LLC",535055
46,"LENOIR HEALTH CARE CENTER",265639
46,"KARLSTAD HEALTHCARE CENTER INC",245468
46,"GOOD SAMARITAN SOCIETY - JACKSON",245455
46,"FOWLER CARE CENTER",555918
46,"PENN YAN MANOR NURSING HOME INC",335494
46,"GOOD SAMARITAN SOCIETY - INVER GROVE HEIGHTS",245285
46,"SANTA FE LODGE",555106
46,"THE ESTATES AT DELANO LLC",245336
46,"CLINTON-HICKMAN COUNTY NURSING FACILITY",185326
46,"NEIGHBORS - EAST NEIGHBORHOOD (THE)",525713
46,"MOUNT AYR HEALTH CARE CENTER",165224
46,"UNIVERSITY CENTER FOR REHABILITATION AND NURSING",335061
46,"THE AMBASSADOR SIDNEY INC",165474
46,"MISSION AT COMMUNITY LIVING REHABILITATION CENTER",465175
46,"LUTHERAN RETIREMENT HOME",165485
46,"RUTHVEN COMMUNITY CARE CENTER",165486
46,"ACCURA HEALTHCARE OF MANNING LLC",165627
46,"PRAIRIE VISTA VILLAGE",165610
46,"DENISON CARE CENTER",165238
46,"LITZENBERG MEMORIAL COUNTY HOSPITAL",285292
46,"ASPIRE OF LAKE PARK",165445
46,"PANORA SPECIALTY CARE",165253
46,"PARK RIDGE CARE CENTER",145839
46,"JUNIPER VILLAGE AT LINCOLN HEIGHTS",675542
46,"CONCORDIA OF THE SOUTH HILLS",396089
46,"RETAMA MANOR NURSING CENTER/PLEASANTON NORTH",675502
46,"OAKVIEW, INC.",165254
46,"FOXDALE VILLAGE",395838
46,"MAPLE FARM",396128
46,"SANDHILLS CARE CENTER",285298
46,"FOULK MANOR",08A011
46,"ACCURA HEALTHCARE OF SIOUX CITY, LLC",165435
46,"EDGEHILL HEALTH CENTER",075421
46,"REGENCY CARE OF CENTRAL OREGON",385282
46,"SOUTH PLACE REHABILITATION AND SKILLED NURSING",455834
46,"COUNTRYSIDE CARE & REHABILITATION",135064
46,"JUNIPER VILLAGE AT SPICEWOOD SUMMIT",675533
46,"CALDER WOODS",676109
46,"CROWNE HEALTH CARE OF SPRINGHILL",015426
46,"ELMWOOD MANOR NURSING HOME",375423
46,"WATERTOWN CONVALARIUM, INC",075340
46,"THE STAYTON AT MUSEUM WAY",676305
46,"OSAGE REHAB AND HEALTH CARE CENTER",165173
46,"PINES NURSING HOME",105057
46,"ACCURA HEALTHCARE OF OGDEN, LLC",165434
46,"TRINITY NURSING AND REHABILITATION",675846
46,"GOOD SAMARITAN SOCIETY - FONTANELLE",165237
46,"LENOX CARE CENTER",165235
46,"SMP HEALTH  - MARYHILL",355108
46,"LAPORTE CITY SPECIALTY CARE",165300
46,"STEPHENVILLE NURSING AND REHABILITATION",675866
46,"MONTROSE HEALTH CENTER",165304
46,"REGENCY PARK NURSING & REHAB CENTER OF JEFFERSON",165233
46,"FONDA SPECIALTY CARE",165312
46,"REGENCY PARK NURSING & REHAB CENTER OF CARROLL",165231
46,"SUNRISE TERRACE NURSING & REHABILITATION CENTER",165327
46,"AVOCA SPECIALTY CARE",165294
46,"ACCURA HEALTHCARE OF STANTON",165332
46,"GRANDVIEW HEALTH CARE CENTER",165196
46,"CARING ACRES NURSING & REHAB CENTER",165217
46,"ASPIRE OF PERRY",165426
46,"GOOD SAMARITAN SOCIETY - VILLISCA",165189
46,"NEW LONDON SPECIALTY CARE",165404
46,"ROCKWELL COMMUNITY NURSING HOM",165406
46,"GREENFIELD REHABILITATION & HEALTH CARE CENTER",165383
46,"WESTMONT HEALTHCARE COMMUNITY",165203
46,"THE BRAZOS OF WACO",676409
46,"BELLE PLAINE SPECIALTY CARE",165349
46,"ST JOSEPHS PLACE",335692
47,"GOOD SAMARITAN SOCIETY WAGNER",435106
47,"MEMORIAL NURSING AND REHABILITATION CENTER",45F199
47,"MOUNTAIN MANOR SENIOR RESIDENCE",555889
47,"PICKERING MANOR HOME",395597
47,"VCU HEALTH CHILDREN'S SERVICES AT BROOK ROAD",49A022
47,"OHIO LIVING SARAH MOORE",366310
47,"ENFIELD REHAB & HEALTH CARE CT",146156
47,"SOUTH PARK EAST",375452
47,"PRAIRIE CITY REHAB & H C",146038
47,"UNIVERSITY NURSING AND REHABILITATION CENTER",155820
47,"FRANCISCAN HEALTH CENTER",245258
47,"PINNACLE HEALTH & REHAB  CANTON",205101
47,"CONCHO HEALTH & REHABILITATION CENTER",455737
47,"NEWCASTLE PLACE",525668
47,"BLACKFEET CARE CENTER",275133
47,"PRUITTHEALTH - WASHINGTON",115325
47,"AVERA CREIGHTON CARE CENTRE",285284
47,"SAINT ANNE NURSING AND REHABILITATION CENTER",505417
47,"CLOVERLODGE CARE CENTER",285201
47,"CORNERSTONE NSG & REHAB CENTER",245307
47,"ARBOR CARE CENTERS-HARTINGTON LLC",285088
