Beds,Provider,"Federal Number"
126,"THE PAVILION AT CREEKWOOD",676388
126,"THE VILLAGES OF GENERAL BAPTIST HEALTH CARE  EAST",045311
126,"FLORENCE HOME",285173
126,"ST JANE DE CHANTAL",285004
126,"ARBOR TERRACE HEALTHCARE CENTER",675932
126,"PEAK RESOURCES-OUTER BANKS",345226
126,"SALEM HILLS REHABILITATION AND NURSING CENTER",335687
126,"BARTON VALLEY REHABILITATION AND HEALTHCARE CENTE",675596
126,"MEDILODGE AT THE SHORE",235356
126,"ANCHORAGE HEALTHCARE  CENTER",215339
126,"NORTHWEST MANOR HEALTH CARE CENTER",155041
126,"NHC HEALTHCARE, JOPLIN",265175
126,"LEGEND OAKS HEALTHCARE AND REHABILITATION - NEW BR",676392
126,"AHC MCNAIRY COUNTY",445452
126,"WHISPERWOOD NURSING & REHABILITATION CENTER",675527
126,"SLATE BELT HEALTH & REHABILITATION CENTER",395494
126,"SPRING VALLEY POST ACUTE LLC",055076
126,"FALL CREEK REHABILITATION AND HEALTHCARE CENTER",676412
126,"MANCHESTER MANOR HEALTH CARE CENTER",075333
126,"MEDILODGE OF RICHMOND",235486
126,"STERLING OAKS REHABILITATION",676417
126,"PROMEDICA SKILLED NRSG AND REHAB (SUNBURY)",395512
126,"WESTERN NEW YORK STATE VETERANS HOME",335788
126,"PENNWOOD NURSING AND REHABILITATION CENTER LLC",395883
126,"BRIDGEWAY CARE AND REHAB CENTER AT HILLSBOROUGH",315510
126,"NORTH POINTE NURSING AND REHABILITATION",675963
126,"LEGEND OAKS HEALTHCARE AND REHABILITATION CENTER -",676113
126,"THE ATRIUM OF BELLMEAD",676289
126,"ELDERWOOD AT LOCKPORT",335500
126,"AYDEN HEALTHCARE OF WATERVILLE",365617
126,"BAPTIST HOMES OF WESTERN PENNSYLVANIA",395020
126,"CRESTWOOD TERRACE",14E177
126,"BURLINGTON HEALTH & REHAB",475014
126,"LAURELS OF NORWORTH THE",365222
126,"QUAPAW CARE AND REHABILITATION CENTER LLC",045338
126,"SOUTHLAND HEALTHCARE AND REHAB CENTER",115376
126,"WINDSOR COUNTRY DRIVE CARE CENTER",055885
126,"LINCOLN VILLAGE HEALTHCARE",145719
126,"THE ROWLAND",056117
126,"ELMBROOK HOME",375160
126,"ROLLING HILLS CARE CENTER",375241
126,"MISSISSIPPI VALLEY",165151
126,"SYCAMORE RUN NURSING AND REHAB CTR",366024
126,"CAROLINA PINES AT GREENSBORO, LLC",345116
126,"TOMBALL REHAB & NURSING",675714
126,"PRUITTHEALTH - AUGUSTA HILLS",115672
126,"DURHAM NURSING & REHABILITATION CENTER",345070
126,"PRAIRIE VILLAGE HEALTHCARE CTR",145294
126,"PHILADELPHIA PROTESTANT HOME",395961
126,"OROVILLE HOSPITAL POST-ACUTE CENTER",555281
126,"WHITNEY OAKS CARE CENTER",056410
126,"BERNICE NURSING AND REHABILITATION CENTER, LLC",195396
126,"PREFERRED CARE AT HAMILTON",315111
126,"MOUNTAIN MANOR OF PAINTSVILLE",185414
126,"ABRI AT EDINBURG",676346
126,"VILLA CREST",305079
126,"ASPEN HEALTH AND REHAB",375351
126,"BEAUTIFUL SAVIOR HOME",265782
126,"COMFORT CARE NURSING CENTER",25A381
126,"TOWN AND COUNTRY NURSING AND REHABILITATION CENTER",455796
126,"FOX HOLLOW POST ACUTE",676398
126,"CRESTWOOD MANOR - FREMONT",05A427
126,"SOUTHLAKE VILLAGE REHABILITATION & CARE CENTER",285219
126,"PRESCOTT HOUSE",225510
126,"QUINCY HEALTH AND REHABILITATION CENTER LLC",225263
126,"WHITE OAK AT NORTH GROVE INC",425408
126,"ALLEN VIEW HEALTHCARE CENTER",365514
126,"TOWN HALL ESTATES KEENE INC",676047
126,"ARDEN PLACE OF GRAPEVINE",675905
126,"MOTHER ANGELINE MCCRORY MANOR",365436
126,"MEDILODGE OF ROCHESTER HILLS, INC",235036
126,"LEGEND HEALTHCARE AND REHABILITATION - GREENVILLE",675774
126,"GULFPORT REHABILITATION CENTER",106103
126,"WARNER ROBINS REHABILITATION CENTER",115612
127,"FRANCISCAN VILLAGE",146029
127,"MEDILODGE OF PORT HURON",235421
127,"SHREVEPORT MANOR SKILLED NURSING & REHABILITATION",195515
127,"SUNVIEW RESPIRATORY AND REHABILITATION",035245
127,"WOODLAND TERRACE CARE AND REHAB",445205
127,"WOODCREST NURSING AND REHABILITATION CENTER",185445
127,"CARE ONE AT KING JAMES",315087
127,"BRIDGEWATER HOME , INC.",495370
127,"AVAMERE CRESTVIEW OF PORTLAND",385031
127,"LIFE CARE CENTER OF HALTOM",675935
127,"GARDENS AT STROUD, THE",395288
127,"CHERRY HILL FOR NURSING AND REHABILITATION",235228
127,"PREMIER LIVING AND REHAB CENTER",345185
127,"HERITAGE HEALTH-PERU",145044
127,"WARREN PARK HEALTH & LIVING CTR",145806
127,"BRIAN CENTER HEALTH & REHABILITATION/SPRUCE PINES",345270
127,"MISSION POINT NSG & PHY REHAB CTR OF CLINTON TWP",235405
127,"BAYVIEW HEALTH CARE",075324
127,"WINDBER WOODS SENIOR LIVING & REHABILITATION CTR",395090
127,"HERITAGE HEALTHCARE",155402
127,"NHC HEALTHCARE, KNOXVILLE",445098
127,"WHITES CREEK WELLNESS AND REHABILITATION CENTER",445281
127,"YORK GENERAL HEARTHSTONE",285131
127,"LYNWOOD NURSING HOME",015434
127,"MILLER NURSING HOME",115039
127,"PRESTIGE CARE & REHABILITATION - THE ORCHARDS",135103
127,"THE GRAND REHABILITATION AND NRSG AT GUILDERLAND",335540
127,"MANHATTANVIEW NURSING HOME",315465
127,"HARBOR POST ACUTE CARE CENTER",056192
127,"KINGSTON CARE CENTER OF SYLVANIA",366305
127,"GOOD SAMARITAN REHABILITATION AND NURSING CTR",195356
127,"REPUBLIC NURSING & REHAB",265326
127,"COLONIAL OAKS HEALTH CARE CENTER",155289
127,"THE MANOR OF FARMINGTON HILLS",235508
127,"FRIENDSHIP VILLAGE",365309
127,"TERRA BELLA HEALTH AND WELLNESS SUITES",676450
127,"MANSFIELD NURSING & REHABILITATION CENTER",675792
127,"MILLER'S MERRY MANOR",155235
127,"POMPANO HEALTH AND REHABILITATION CENTER",105572
127,"SMITHVILLE WESTERN CARE CENTER",365317
127,"LITTLE FLOWER MANOR",395821
127,"AHC PARIS",445462
127,"ARBOR GRACE OF KILGORE",675814
128,"SIGNATURE HEALTHCARE OF EAST LOUISVILLE",185350
128,"HOYT NURSING & REHAB CENTRE",235056
128,"REGENCY GRESHAM NURSING & REHAB CENTER",385015
128,"JULIA TEMPLE HEALTHCARE CENTER",065322
128,"THE GRAYBRIER NURS & RETIREMENT CT",345330
128,"SWISS VILLAGE",155707
128,"WELLBRIDGE OF GRAND BLANC",235171
128,"VILLA AT STAMFORD, THE",075153
128,"HARBOR VILLAGE NORTH HEALTH AND REHABILITATION CEN",075196
128,"LIFE CARE CENTER OF ATHENS",445298
128,"WINDSOR ELMHAVEN CARE CENTER",055735
128,"GARNET HILL REHABILITATION AND SKILLED CARE",676192
128,"HOMESTEAD REHABILITATION & HEALTH CARE CENTER",315378
128,"ROSE GARDEN NURSING AND REHABILITATION CENTER",315421
128,"VIRTUA H & R C AT BERLIN",315461
128,"CADIA REHABILITATION SILVERSIDE",085056
128,"MAPLEWOOD CARE CENTER",245276
128,"HILLSIDE MEDICAL LODGE",675201
128,"CITADEL POST ACUTE",035103
128,"PLAZA HEALTHCARE & REHABILITATION CENTER",315483
128,"JACOB HEALTH CARE CENTER, LLC",055508
128,"SUNSET DRIVE - A PROSPERA COMMUNITY",355065
128,"SUNSET HOME",675826
128,"ST AGNES HEALTHCARE AND REHAB CENTER",195313
128,"SUNDANCE INN HEALTH CENTER",676472
128,"CARE ONE AT TEANECK",315502
128,"LAS BRISAS REHABILITATION AND WELLNESS SUITES",676464
128,"RIDGEWOOD LIVING & REHAB CENTER",345228
128,"THE REHAB SUITES AT MAGNOLIA CROSSING",676333
128,"CELEBRATE SENIOR LIVING OF FORT WAYNE",155255
128,"WEDGEWOOD NURSING HOME",455572
128,"BRIGHTWOOD CENTER",515128
128,"HUNTERS POND REHABILITATION AND HEALTHCARE",676331
128,"EDEN VILLAGE CARE CENTER",145384
128,"BEECHER MANOR NRSG & REHAB CTR",145538
128,"PARIS HEALTH AND REHAB CENTER",145469
128,"ELLEN MEMORIAL HEALTH CARE CENTER",395357
128,"HERITAGE HEALTH-PANA",145267
128,"SENECA HEALTH & REHABILITATION CENTER",425139
128,"GRACE NURSING HOME",195258
128,"MICHIGAN VETERANS HOME OF CHESTERFIELD TOWNSHIP",235728
128,"BAYBROOKE VILLAGE CARE AND REHAB CENTER",676096
128,"HIGHLAND HEALTH CARE CENTER",145508
128,"MAISON DU MONDE LIVING CENTER",195567
128,"MASONIC VILLAGE AT SEWICKLEY",395638
128,"GREENVIEW MANOR",455638
128,"ST MARTIN'S IN THE PINES",015433
128,"BIG HORN REHABILITATION AND CARE CENTER",535026
128,"ROCK HAVEN",525390
128,"CANTERBURY ON THE LAKE",235555
128,"ALDERCREST HEALTH & REHAB CENTER",505236
128,"TAMPICO TERRACE CARE CENTER",056213
128,"BRICKYARD HEALTHCARE - BRANDYWINE CARE CENTER",155120
128,"PINE VIEW NURSING AND REHAB  CENTER",115544
128,"WEST VALLEY POST ACUTE",055443
128,"ST FRANCISVILLE COUNTRY MANOR, LLC",195508
128,"OHIO LIVING WESTMINSTER-THURBER",365416
128,"ALL SAINTS HEALTHCARE SUBACUTE",056407
128,"VALLEY HI NURSING HOME",145652
128,"SILVER CREEK REHAB & HEALTHCARE CENTER",415031
128,"MICHIGAN VETERAN HOMES AT GRAND RAPIDS",235729
128,"PRESTIGE POST-ACUTE AND REHAB CENTER - CENTRALIA",505373
128,"PARK VIEW REHAB CENTER",145765
128,"HANNAH DUSTON HEALTHCARE CENTER",225290
128,"CHATSWORTH PARK HEALTH CARE CENTER",056351
128,"ENGLISH VILLAGE SKILLED NURSING AND THERAPY",375404
128,"SOUTH DENNIS HEALTHCARE",225320
128,"HEATHER MANOR NURSING AND REHABILITATION CENTER",045337
128,"SETTLERS RIDGE CARE CENTER",675969
128,"PRUITTHEALTH - VIRGINIA PARK",115531
128,"FOREST CREEK VILLAGE",155241
128,"LEXINGTON MEDICAL LODGE",676390
128,"LIFE CARE CENTER OF OMAHA",285137
128,"BAY AT WATERS EDGE HEALTH AND REHABILITATION (THE)",525281
128,"CARE ONE AT WELLINGTON",315152
128,"MISSION POINT NSG & PHYSICAL REHAB CTR OF BELDING",235357
128,"PROMEDICA SKILLED NURSING AND REHAB (IMPERIAL)",495283
128,"NHC HEALTHCARE, OAK RIDGE",445128
128,"BRISTOL HEALTH INGRAHAM MANOR",075329
128,"LA CANADA CARE CENTER",035189
128,"ESSEX NURSING AND REHABILITATION CENTER",185288
128,"STANFORD CARE AND REHAB, LLC",185244
128,"WINDSOR CARE CENTER OF SACRAMENTO",555717
128,"LEHIGH ACRES HEALTH AND REHABILITATION CENTER",105522
128,"COMPLETE CARE AT LEHIGH LLC",395939
128,"GRANITE CREEK HEALTH & REHABILITATION CENTER",035131
128,"SMITH COUNTY HEALTH AND REHABILITATION",445172
128,"TRUCARE LIVING CENTERS - SELMA",676406
128,"SUFFIELD HOUSE, THE",075347
128,"SHADY KNOLL",075386
128,"LIFE CARE CENTER OF YUMA",035133
128,"LIFESTREAM AT COOK HEALTH CARE",035137
128,"LAKE PLEASANT POST ACUTE REHABILITATION CENTER",035111
128,"GREENWOOD NURSING & REHABILITATION CENTER",185187
129,"EAGLE CLIFF MANOR",275123
129,"ALTA GARDENS CARE CENTER",555473
129,"MANORCARE HEALTH SERVICES",105965
129,"STONERISE MOUNDSVILLE",515067
129,"C C YOUNG MEMORIAL HOME",675592
129,"THE VILLAS AT POWAY",555301
129,"REUNION PLAZA SENIOR CARE AND REHABILITATION CENTE",675444
129,"RENNES HEALTH AND REHAB CENTER-EAST",525457
129,"ST PAUL ELDER SERVICES, INC",525617
129,"LUXE AT JUPITER REHABILITATION CENTER (THE)",106148
129,"PUEBLO SPRINGS REHABILITATION CENTER",035068
129,"JONESBORO NURSING AND REHABILITATION CENTER",115545
129,"GRANBURY CARE CENTER",455915
129,"WESTERN CONV. HOSPITAL",555069
129,"SAN MARCOS REHABILITATION AND HEALTHCARE CENTER",675651
129,"PARK VISTA NURSING & REHAB BY MCARE HEALTH",365275
129,"MISSION HEALTHCARE AT BELLEVUE",505500
129,"WOODLEIGH OF BATON ROUGE, THE",195472
129,"PA PETERSON AT THE CITADEL",145751
129,"CRAWFORD HEALTHCARE AND REHABILITATION CENTER",045326
129,"MADONNA MANOR NURSING HOME",225475
129,"TITUSVILLE REHABILITATION & NURSING CENTER",105448
129,"CHURCH OF CHRIST CARE CENTER",235619
129,"BROOKSHIRE HEALTHCARE CENTER",015127
129,"WOLCOTT VIEW MANOR",075282
129,"WILLIAMSPORT HOME, THE",395678
129,"HARBOUR MANOR HEALTH & LIVING COMMUNITY",155381
129,"TEL HAI RETIREMENT COMMUNITY",395562
129,"EMERALD CARE CENTER CLAREMORE",375499
129,"NORTH ARUNDEL HEALTH AND REHABILITATION CENTER",215316
129,"HOMEWOOD AT MARTINSBURG PA INC",395896
129,"THE RESERVE AT RICHARDSON",676448
129,"NORTH AURORA CARE CENTER",14E306
129,"SYMPHONY PALOS PARK",146053
129,"HAMMONDS LANE CENTER",215088
129,"STERLING CARE RIVERSIDE",215233
129,"ACCELA REHAB AND CARE CENTER AT SPRINGFIELD",395545
129,"WESTCHESTER MANOR AT PROVIDENCE PLACE",345090
129,"SETON MANOR NURSING AND REHABILITATION CENTER",396063
129,"THE TIMBERS SKILLED NURSING AND THERAPY",375158
129,"LAYHILL NURSING AND REHABILITATION CENTER",215168
129,"PROVIDENCE REHAB AND HLTHCARE CTRATMERCYFITZGERALD",395989
129,"UNIVERSAL HEALTH CARE LILLINGTON",345213
129,"OAK HILL HEALTH & REHABILITATION CENTER",415027
129,"SOUTHAMPTON MEMORIAL HOSP",495157
129,"REGENCY AT FREMONT",235176
129,"BROAD MOUNTAIN HEALTH AND REHABILITATION CENTER",395286
130,"LIFE CARE CENTER OF BRUCETON-HOLLOW ROCK",445326
130,"CALIFORNIA POST-ACUTE CARE",055052
130,"NORTHBROOK MANOR CARE CENTER",165587
130,"BROOKSHIRE RESIDENCE AND REHABILITATION CENTER",675700
130,"OAKS ON PARKWOOD SKILLED NURSING FACILITY",015369
130,"CHOICE HEALTHCARE AT ROANOKE",495156
130,"SAYRE CHRISTIAN VILLAGE NURSING HOME",185248
130,"FLANNERY OAKS GUEST HOUSE",195477
130,"SUMMIT (THE)",195560
130,"VALHALLA POST ACUTE",185455
130,"MOUNT VERNON HEALTHCARE CENTER",495211
130,"OAKMONT HEALTHCARE AND REHABILITATION CENTER OF KA",455703
130,"MAYSVILLE NURSING AND REHABILITATION FACILITY",185207
130,"ST MICHAEL'S HEALTHCARE",045323
130,"BRICKYARD HEALTHCARE - FOUNTAINVIEW CARE CENTER",155178
130,"CADIA REHABILITATION RENAISSANCE",085052
130,"DOCTORS COMMUNITY REHABILITATION AND PATIENT CARE",215108
130,"IMPERIAL CARE CENTER",555707
130,"SHERIDAN MEDICAL LODGE",676415
130,"TOWN EAST REHABILITATION AND HEALTHCARE CENTER",676146
130,"CADIA REHABILITATION PIKE CREEK",085054
130,"LARGO NURSING AND REHABILIATION CENTER",215331
130,"SAN TOMAS CONVALESCENT HOSPITAL",055884
130,"LANDMARK OF RAYNE",195544
130,"ORCHARD GROVE SPECIALTY CARE CENTER, LLC",075438
130,"VERO HEALTH & REHAB OF AMESBURY",225318
130,"HERITAGE POINTE REHABILITATION AND HEALTHCARE CTR",395047
130,"HERITAGE HEALTH-STREATOR",145062
130,"AMBERWOODS OF FARMINGTON",075419
130,"WOODLAKE AT TOLLAND REHABILITATION & NURSING CENTE",075382
130,"BRIDE BROOK HEALTH & REHABILITATION CENTER",075375
130,"GARDNER HEIGHTS HEALTH CARE CENTER, INC",075368
130,"SOUTHINGTON CARE CENTER",075336
130,"VIVIANT HEALTHCARE OF BRISTOL",445190
130,"COMPLETE CARE AT BERKSHIRE LLC",395938
130,"MILLER'S MERRY MANOR",155039
130,"HILLTOP NURSING & REHABILITATION CENTER",195390
130,"BETHANY SENIOR LIVING",676481
130,"TREEMONT HEALTHCARE AND REHABILITATION CENTER",455823
130,"MEADOWS NURSING AND REHABILITATION CENTER",395587
130,"RENAISSANCE TERRACE",445223
130,"VIVIANT HEALTHCARE OF SHELBYVILLE",445234
130,"ESPECIALLY KIDZ HEALTH & REHAB",15A011
130,"ROLLINGBROOK REHABILITATION AND HEALTHCARE CENTER",676442
130,"WATERVIEW HEALTH & REHAB CENTER",495308
130,"ENVOY OF WILLIAMSBURG, LLC",495235
130,"GREENWOOD CENTER",415008
130,"LEXINGTON HOUSE",195424
130,"ST JOSEPH CONTINUING CARE CENTER",195359
130,"PHOENIX MOUNTAIN POST ACUTE",035072
130,"ALLIANCE HEALTH AND REHABILITATION CENTER",105349
130,"LAS ALTURAS DE PENITAS",745000
130,"CUMBERLAND HEALTHCARE CENTER",215055
130,"MANNA REHABILITATION AND HEALTHCARE CENTER",425084
130,"SHAWNEE GARDENS HEALTHCARE & REHAB CENTER",175267
130,"HERITAGE HALL KING GEORGE",495300
130,"KNOPP HEALTHCARE AND REHAB CENTER INC",455278
130,"RIVIERE DE SOLEIL COMMUNITY CARE CENTER",195489
130,"OAK LANE WELLNESS & REHABILITATIVE CENTER",195588
130,"AHC DYERSBURG",445446
130,"RIVERVIEW VILLAGE",155165
130,"SPRING MILL MEADOWS",155154
130,"SANATOGA CENTER",395904
130,"OASIS NURSING & REHABILITATION CENTER",675568
130,"BROOKSIDE REHAB & NURSING CENTER",495267
130,"GUGGENHEIMER HEALTH AND REHAB CENTER",495112
130,"WONDER CITY REHABILITATION AND NURSING CENTER",495123
130,"HARMAR VILLAGE CARE CENTER",396048
130,"OSBORN HEALTH AND REHABILITATION",035076
130,"AUGUST HEALTHCARE AT ILIFF",495205
130,"JULIA MANOR NURSING AND REHABILITATION  CENTER",215321
130,"SUN TERRACE HEALTH CARE CENTER",105319
130,"SODUS REHABILITATION & NURSING CENTER",335378
130,"CARRIE ELLIGSON GIETNER HOME",265668
130,"SOLIVITA OF OAK PAVILION",365148
130,"DIVERSICARE OF BATESVILLE",255139
130,"OAKWOOD SNF LLC",215181
130,"POINT LOOKOUT NURSING & REHAB",265411
130,"PARKWOOD SKILLED NURSING AND REHABILITATION CENTER",265523
130,"ROCK RIVER HEALTH CARE",145818
130,"PROMEDICA SKILLED NURSING & REHABILITATION PARMA",366343
130,"REGENCY ON THE LAKE - FORT GRATIOT",235621
130,"REDWOOD OF INDEPENDENCE",265693
130,"WEST VUE NURSING AND REHABILITATION CENTER",265164
130,"TROY MANOR",265702
130,"BUCKINGHAM VALLEY REHABILITATION AND NURSINGCENTER",395188
130,"RIVERVIEW, THE",265751
130,"BETHESDA SOUTHGATE",265756
130,"WOODSIDE LUTHERAN HOME",525557
130,"PROMEDICA SKILLED NURSING & REHAB WESTERVILLE",365611
130,"VILLA ST JOSEPH",366335
130,"COPLEY HEALTH CENTER",365771
130,"THE VIRGINIA HOME",49E084
130,"NAPA VALLEY CARE CENTER",555161
130,"BRIDGEVIEW POST ACUTE",056346
130,"GLENCLIFF HOME FOR THE ELDERLY",30E059
130,"CARE ONE AT HOLMDEL",315092
130,"QUARRYVILLE PRESBYTERIAN RETIREMENT COMMUNITY",395336
130,"TROY HILLS CENTER",315138
130,"MERIDIAN SUBACUTE REHABILITATION",315501
130,"JONES HARRISON RESIDENCE",245460
130,"HUNTINGTON POST ACUTE",056080
130,"MORAN  NURSING AND REHABILITATION CENTER",215240
130,"AUTUMN LAKE HEALTHCARE AT BERKELEY HEIGHTS",315195
130,"BRIGHTON SENIOR LIVING OF KATY",676195
130,"COUNTRY ARCH CARE CENTER",315433
130,"SPRING HILLS POST ACUTE MATAWAN",315463
130,"IGNITE MEDICAL RESORT ST MARYS LLC",265759
130,"A.G. RHODES HOME, INC - COBB",115521
130,"VILLAGES OF ST PETERS, THE",265824
130,"HILLSIDE NURSING CENTER OF WAKE FOREST",345417
130,"REGENCY HOUSE NURSING AND REHABILITATION CENTER",075261
130,"THE CITADEL MOORESVILLE",345283
130,"BRIAN CENTER HEALTH AND REHABILITATION/GOLDSBORO",345343
130,"PINECREST MEDICAL CARE FACILITY",235069
130,"EAST CAROLINA REHAB AND WELLNESS",345377
130,"LEMAY AVENUE HEALTH AND REHABILITATION FACILITY",065142
130,"VALLEY CENTER",515169
130,"ST ANTHONY'S NSG & REHAB CTR",145387
130,"PEKIN MANOR",145597
130,"ACKERT PARK SKILLED NURSING & REHABILITATION CENTE",265831
130,"CEDARS HEALTHCARE CENTER",065202
130,"LARCHWOOD INNS",065331
130,"WILLOWBROOK MANOR",235550
130,"DIPLOMAT HEALTHCARE",365432
130,"CARRIAGE SQUARE REHAB AND HEALTHCARE CENTER",265336
130,"ALLURE OF STERLING",145615
130,"RAE-ANN WESTLAKE",365115
130,"CHOWAN RIVER NURSING AND REHABILITATION CENTER",345164
130,"PROMEDICA SKILLED NURSING PHW",145893
130,"CANDLEWOOD HEALTHCARE AND REHABILITATION",365353
130,"LAUREL CENTER",395408
130,"THE MEADOWS AT OSBORN PARK",366072
130,"DANIEL HEALTH CARE INC DBA THE MEADOWS",255160
130,"MANOR COURT OF PERU",146091
130,"CRESTWOOD CARE CENTER",365284
130,"LINDEN GROVE HEALTH CARE CENTER",505485
130,"WATERVIEW HILLS REHABILITATION AND NURSING CENTER",335259
130,"SALMON BROOK REHAB AND NURSING",075060
130,"PARKWAY PAVILION HEALTH AND REHABILITATION CENTER",075195
130,"COMPLETE CARE AT MERIDEN, LLC",075192
130,"DEXTER HOUSE HEALTHCARE",225137
130,"BRIDGECREST REHABILITATION SUITES",676362
130,"HARRINGTON COURT",075253
131,"BLAIRE HOUSE OF TEWKSBURY",225548
131,"NHC HEALTHCARE - CLINTON",425071
131,"SANFORD HEALTH & REHABILITATION CO",345534
131,"GOOD SAMARITAN SOCIETY - INDIANOLA",165186
131,"THE HEIGHTS OF NORTH HOUSTON",676356
131,"TWIN OAKS REHABILITATION AND HEALTHCARE CENTER",015211
131,"RIDGEVIEW HEALTHCARE AND REHABILITATION CENTER",395652
131,"BEAR CREEK HEALTHCARE LLC",045287
131,"AVANTE AT ST CLOUD INC",105670
131,"BIBB MEDICAL CENTER NURSING HOME",015215
131,"THE HEIGHTS OF TOMBALL",676350
131,"SELF SKILLED NURSING & REHAB",015212
131,"SAMARITAN HEALTH CENTER",525165
131,"TOUCHPOINTS AT MANCHESTER",075314
131,"VIERA DEL MAR HEALTH AND REHABILITATION CENTER",106123
131,"COMMUNITY CARE OF RUTHERFORD",445406
131,"AURELIA OSBORN FOX MEMORIAL HOSPITAL",335204
131,"AUGSBURG VILLAGE",215193
131,"BROOKWOOD RETIREMENT COMMUNITY",365712
131,"GOLDEN VIEW HEALTH CARE CENTER",305044
131,"GENERATIONS AT NEIGHBORS",145440
131,"FOCUSED CARE AT LINDEN",675293
131,"FAIRHOPE HEALTH & REHAB",015222
131,"STRATFORD MANOR REHABILITATION AND CARE CENTER",315066
131,"SHELBY RIDGE NURSING HOME",015411
131,"CRYSTAL OAKS",265369
131,"GREENVILLE SKILLED NURSING AND REHABILITATION",415087
131,"INTEGRITY HC OF CARBONDALE",145757
131,"PROMEDICA SKILLED NRSG AND REHAB (MONROEVILLE)",396003
131,"MADEIRA HEALTHCARE",365186
131,"PROGRESSIVE CARE CENTER",195136
131,"PALM GARDEN OF LARGO",105574
131,"EAST LONGMEADOW SKILLED NURSING CENTER",225331
131,"AVALON VILLA CARE CENTER",056023
131,"VISTA NURSING AND REHABILITATION CENTER",675625
131,"PARKWAY MANOR",145841
131,"VILLAGES OF LAKE HIGHLANDS",676268
131,"EPISCOPAL CHURCH HOME OF MINNESOTA",245452
131,"THE OAKS",345284
131,"STONEBRIDGE OWENSVILLE",265670
131,"COUNTRY VILLA LOS FELIZ NURSING CENTER",056380
131,"RIVERSIDE NURSING AND REHABILITATION CENTER",315235
131,"LINDENGROVE NEW BERLIN",525064
131,"LAKEWOOD NRSG & REHAB CENTER",145761
131,"ADVANCED HEALTH AND REHAB OF TWIGGS COUNTY",115727
131,"THE OASIS AT MONROE REHABILITATION AND NURSING CTR",235232
131,"NORWOOD CROSSING",145974
131,"AHC LEWIS COUNTY",445430
131,"BRIARCLIFF MANOR CENTER FOR REHAB AND NURSING CARE",335005
131,"SILVER BLUFF INC",345341
131,"MILLER'S MERRY MANOR",155102
131,"ACCORDIUS HEALTH AT MOORESVILLE",345179
131,"GROVE OF LAGRANGE PARK, THE",145307
132,"CHERRY VALLEY HEALTHCARE",555309
132,"KINDRED TRANSITIONAL CARE AND REHABILITATION-GRAPE",676104
132,"ASTORIA HEALTH AND REHABILITATION CENTER",106086
132,"POINSETT REHABILITATION AND HEALTHCARE CENTER",425102
132,"GOLDEN YEARS CENTER FOR REHAB AND HEALTHCARE",265349
132,"LINN OAK REHABILITATION CENTER",265364
132,"BLUFFS, THE",265498
132,"SIMPSONVILLE REHABILITATION AND HEALTHCARE CENTER,",425112
132,"WESTWOOD HILLS HEALTH & REHABILITATION CENTER",265193
132,"PRUITTHEALTH- MONCKS CORNER",425140
132,"HIGHLAND RIDGE REHAB CENTER",495333
132,"CLARKSVILLE NURSING CENTER",455985
132,"AUGUST HEALTHCARE AT LEEWOOD",495337
132,"PRUITTHEALTH- ROCK HILL",425127
132,"HEARTLAND HEALTH CARE CENTER - GREENVILLE EAST",425106
132,"MILLENNIUM POST ACUTE REHABILITATION",425105
132,"HERITAGE HOME OF FLORENCE INC",425154
132,"THE HOMESTEAD OF SHERMAN",676120
132,"JOHNS ISLAND POST ACUTE",425368
132,"MOUNTAINVIEW NURSING HOME",425027
132,"GARVEY MANOR",395050
132,"CARE ONE AT EAST BRUNSWICK",315472
132,"GREENVILLE POST ACUTE",425042
132,"WINTERS PARK NURSING AND REHABILITATION CENTER",676039
132,"PROMEDICA SKILLED NURSING & REHAB (TOWSON)",215054
132,"MADO HEALTHCARE - UPTOWN",146191
132,"BIRMINGHAM NURSING AND REHABILITATION CTR LLC",015217
132,"WESTSIDE RETIREMENT VILLAGE",155606
132,"HENDERSON HEALTH AND REHABILITATION CENTER",445471
132,"CAPITOL HOUSE NURSING AND REHAB CENTER",195476
132,"PROMEDICA SKILLED NURSING HOM",145684
132,"FOREST CITY NURSING AND REHAB CENTER",395554
132,"SPRING LAKE REHABILITATION CENTER",105730
132,"PINE BROOK CARE CENTER",315282
132,"MANOR COURT OF MARYVILLE",145728
132,"PRUITTHEALTH- WALTERBORO",425053
132,"ABBEY REHABILITATION AND NURSING CENTER",105749
132,"TUSCANY VILLAGE",676201
132,"LIFE CARE CENTER OF ORLANDO",105974
132,"AUTUMN CARE OF RAEFORD",345280
132,"HAWTHORNE CENTER FOR REHABILITATION AND HEALING OF",105881
132,"BLUE RIDGE IN BROOKVIEW HOUSE, LLC",425062
132,"WHITE OAK MANOR - LANCASTER",425017
132,"VANTAGE AT SOUTH HADLEY LLC",225757
132,"JML CARE CENTER  INC",225369
132,"PRUITTHEALTH- NORTH AUGUSTA",425296
132,"LOURDES-NOREEN MCKEEN RESIDENCE FOR GERIATRIC CARE",105420
132,"LIBERTY COMMONS",225330
132,"THE PLAZA AT RICHARDSON",676098
132,"RIVER OAKS NURSING & REHABILITATION CENTER LLC",195561
132,"STONEY POINT HEALTHCARE CENTER",555574
132,"RIDGEVIEW TERRACE OF LIFE CARE",445300
132,"HILLTOP PARK REHABILITATION AND CARE CENTER",675988
